scop_id,pdb_id,scop_class,hierarchy,superfamily
d4f37f_,4f37,b,b.1.1.1,b.1.1
d3eyvl1,3eyv,b,b.1.1.1,b.1.1
d1pvha2,1pvh,b,b.1.2.1,b.1.2
d2qnhr1,2qnh,b,b.40.4.5,b.40.4
d5u2vd_,5u2v,b,b.1.1.2,b.1.1
d3cu7bd,3cu7,b,b.23.4.1,b.23.4
d2e2ua1,2e2u,b,b.30.2.1,b.30.2
d5tjxa_,5tjx,b,b.47.1.2,b.47.1
d3rxqa_,3rxq,b,b.47.1.2,b.47.1
d3t2ta_,3t2t,b,b.29.1.3,b.29.1
d5gvtb_,5gvt,b,b.47.1.2,b.47.1
d1xnie1,1xni,b,b.34.9.1,b.34.9
d4m5yl1,4m5y,b,b.1.1.0,b.1.1
d1e02a_,1e02,b,b.60.1.1,b.60.1
d5r0mb1,5r0m,b,b.182.1.1,b.182.1
d4dgda_,4dgd,b,b.62.1.1,b.62.1
d7cfxa_,7cfx,b,b.70.1.1,b.70.1
d3lnxc_,3lnx,b,b.36.1.1,b.36.1
d4q2nb1,4q2n,b,b.36.1.0,b.36.1
d4jknd_,4jkn,b,b.6.1.1,b.6.1
d3om4d_,3om4,b,b.67.2.2,b.67.2
d4h6ch_,4h6c,b,b.159.1.1,b.159.1
d2gbvd_,2gbv,b,b.1.8.1,b.1.8
d2itfb_,2itf,b,b.1.28.1,b.1.28
d1mw1a1,1mw1,b,b.71.1.1,b.71.1
d2ok0h_,2ok0,b,b.1.1.1,b.1.1
d3b94b_,3b94,b,b.22.1.1,b.22.1
d1ucxc1,1ucx,b,b.82.1.2,b.82.1
d3zf2a_,3zf2,b,b.85.4.0,b.85.4
d7ldje1,7ldj,b,b.1.1.1,b.1.1
d2z69b_,2z69,b,b.82.3.0,b.82.3
d1dclb2,1dcl,b,b.1.1.2,b.1.1
d1btza_,1btz,b,b.47.1.2,b.47.1
d6sakd_,6sak,b,b.36.1.0,b.36.1
d2p9lc_,2p9l,b,b.69.4.1,b.69.4
d3urya1,3ury,b,b.40.2.0,b.40.2
d3a6rc_,3a6r,b,b.45.1.1,b.45.1
d4kxzi1,4kxz,b,b.1.1.1,b.1.1
d1nbcb_,1nbc,b,b.2.2.2,b.2.2
d6l7ka_,6l7k,b,b.60.1.2,b.60.1
d3uqva_,3uqv,b,b.47.1.2,b.47.1
d1b4ra_,1b4r,b,b.1.3.1,b.1.3
d6yh6a_,6yh6,b,b.74.1.1,b.74.1
d2rcfa1,2rcf,b,b.40.15.1,b.40.15
d5pj0a_,5pj0,b,b.82.2.14,b.82.2
d2gt9b2,2gt9,b,b.1.1.2,b.1.1
d6y54n1,6y54,b,b.1.1.1,b.1.1
d1dx5.4,1dx5,b,b.47.1.2,b.47.1
d1yrzb1,1yrz,b,b.29.1.23,b.29.1
d4gw4l2,4gw4,b,b.1.1.2,b.1.1
d6puhh1,6puh,b,b.1.1.2,b.1.1
d1e8ka_,1e8k,b,b.62.1.1,b.62.1
d4jbkb2,4jbk,b,b.40.16.0,b.40.16
d4e2sm_,4e2s,b,b.82.1.0,b.82.1
d3khfa1,3khf,b,b.36.1.0,b.36.1
d1pfja_,1pfj,b,b.55.1.9,b.55.1
d2bx5j_,2bx5,b,b.1.1.1,b.1.1
d6o3aa1,6o3a,b,b.1.1.0,b.1.1
d1rk1a1,1rk1,b,b.1.1.2,b.1.1
d6v8ze2,6v8z,b,b.1.1.2,b.1.1
d4jbja1,4jbj,b,b.40.16.0,b.40.16
d2ji3a1,2ji3,b,b.1.13.1,b.1.13
d1et8a1,1et8,b,b.6.1.3,b.6.1
d4i0ga1,4i0g,b,b.50.1.2,b.50.1
d1gy9b_,1gy9,b,b.82.2.5,b.82.2
d6cxab_,6cxa,b,b.1.1.2,b.1.1
d1kdfa_,1kdf,b,b.85.1.1,b.85.1
d4a6lb_,4a6l,b,b.47.1.2,b.47.1
d6spva1,6spv,b,b.36.1.1,b.36.1
d4emzm_,4emz,b,b.2.7.0,b.2.7
d3eb7a2,3eb7,b,b.77.2.0,b.77.2
d6om1c1,6om1,b,b.69.8.1,b.69.8
d7kria1,7kri,b,b.140.1.1,b.140.1
d2ysha1,2ysh,b,b.72.1.1,b.72.1
d2h50c1,2h50,b,b.15.1.1,b.15.1
d5wuta_,5wut,b,b.29.1.0,b.29.1
d4r7dd1,4r7d,b,b.1.1.0,b.1.1
d6hdec_,6hde,b,b.85.4.1,b.85.4
d2z49b2,2z49,b,b.42.2.1,b.42.2
d4fu9a_,4fu9,b,b.47.1.2,b.47.1
d3e5ub2,3e5u,b,b.82.3.2,b.82.3
d1jp5b2,1jp5,b,b.1.1.1,b.1.1
d6qsuu2,6qsu,b,b.85.3.1,b.85.3
d1yi7c2,1yi7,b,b.67.2.1,b.67.2
d6n6bk_,6n6b,b,b.1.1.1,b.1.1
d1m7xb2,1m7x,b,b.71.1.1,b.71.1
d5ayul_,5ayu,b,b.1.1.1,b.1.1
d1zcra_,1zcr,b,b.3.4.1,b.3.4
d6higl2,6hig,b,b.1.1.2,b.1.1
d1x8oa_,1x8o,b,b.60.1.1,b.60.1
d3o9ea_,3o9e,b,b.50.1.1,b.50.1
d7jmxl1,7jmx,b,b.1.1.0,b.1.1
d1ls0b4,1ls0,b,b.1.1.2,b.1.1
d2nqvb2,2nqv,b,b.103.1.1,b.103.1
d2kcja1,2kcj,b,b.55.1.0,b.55.1
d6tsha2,6tsh,b,b.1.4.1,b.1.4
d5x5xl2,5x5x,b,b.1.1.0,b.1.1
d1lnxa1,1lnx,b,b.38.1.1,b.38.1
d5d1zi_,5d1z,b,b.1.28.0,b.1.28
d6gmxl_,6gmx,b,b.3.3.1,b.3.3
d6dtka1,6dtk,b,b.1.8.1,b.1.8
d2ipka1,2ipk,b,b.1.1.2,b.1.1
d3qegl1,3qeg,b,b.1.1.1,b.1.1
d1vaib_,1vai,b,b.62.1.1,b.62.1
d2aj3a2,2aj3,b,b.1.1.2,b.1.1
d5y2lj1,5y2l,b,b.1.1.0,b.1.1
d2iybb_,2iyb,b,b.55.1.4,b.55.1
d3npoa_,3npo,b,b.60.1.1,b.60.1
d6ye3h1,6ye3,b,b.1.1.0,b.1.1
d1v6ub1,1v6u,b,b.42.2.1,b.42.2
d2bx5n_,2bx5,b,b.1.1.1,b.1.1
d3dhpa1,3dhp,b,b.71.1.0,b.71.1
d2exhd2,2exh,b,b.67.2.1,b.67.2
d6s4qa2,6s4q,b,b.61.1.1,b.61.1
d3hlhc_,3hlh,b,b.68.6.1,b.68.6
d3h0oa_,3h0o,b,b.29.1.2,b.29.1
d1gja.1,1gja,b,b.47.1.2,b.47.1
d1n1l.2,1n1l,b,b.47.1.3,b.47.1
d5ynda3,5ynd,b,b.1.18.0,b.1.18
d2aqtc_,2aqt,b,b.1.8.1,b.1.8
d3ccvb1,3ccv,b,b.43.3.2,b.43.3
d3t30h_,3t30,b,b.121.3.0,b.121.3
d3tyfa2,3tyf,b,b.1.1.2,b.1.1
d5ezxa_,5ezx,b,b.50.1.2,b.50.1
d3tvmc1,3tvm,b,b.1.1.0,b.1.1
d1wykc_,1wyk,b,b.47.1.3,b.47.1
d3szid1,3szi,b,b.61.1.0,b.61.1
d2kbsa_,2kbs,b,b.36.1.1,b.36.1
d6u3og1,6u3o,b,b.1.1.0,b.1.1
d4fyra1,4fyr,b,b.98.1.0,b.98.1
d4orwa_,4orw,b,b.60.1.0,b.60.1
d2vnvc_,2vnv,b,b.115.1.0,b.115.1
d5d93b2,5d93,b,b.1.1.2,b.1.1
d6fupb1,6fup,b,b.1.1.0,b.1.1
d1afvm2,1afv,b,b.1.1.2,b.1.1
d1to7b1,1to7,b,b.70.3.1,b.70.3
d4qabb1,4qab,b,b.96.1.1,b.96.1
d3qvac_,3qva,b,b.3.4.0,b.3.4
d1ncal1,1nca,b,b.1.1.1,b.1.1
d5raha1,5rah,b,b.82.2.14,b.82.2
d4cyha_,4cyh,b,b.62.1.1,b.62.1
d1azcb_,1azc,b,b.6.1.1,b.6.1
d1lo2l2,1lo2,b,b.1.1.2,b.1.1
d3wa0e3,3wa0,b,b.55.1.0,b.55.1
d1qlra2,1qlr,b,b.1.1.2,b.1.1
d5ue9d1,5ue9,b,b.43.4.0,b.43.4
d6lunc_,6lun,b,b.1.1.1,b.1.1
d6hrla_,6hrl,b,b.68.11.0,b.68.11
d3dcqb_,3dcq,b,b.115.1.1,b.115.1
d1c6vx_,1c6v,b,b.34.7.1,b.34.7
d1x6oa1,1x6o,b,b.34.5.2,b.34.5
d1h9rb1,1h9r,b,b.40.6.2,b.40.6
d1gwkb1,1gwk,b,b.18.1.19,b.18.1
d1lnuc1,1lnu,b,b.1.1.2,b.1.1
d1qbub_,1qbu,b,b.50.1.1,b.50.1
d2r1dh1,2r1d,b,b.29.1.4,b.29.1
d1ntze1,1ntz,b,b.33.1.1,b.33.1
d3lnab4,3lna,b,b.42.5.1,b.42.5
d2p3tb_,2p3t,b,b.47.1.2,b.47.1
d4cnil1,4cni,b,b.1.1.0,b.1.1
d6c6fa2,6c6f,b,b.1.1.0,b.1.1
d3uc0m2,3uc0,b,b.1.1.2,b.1.1
d3v6od_,3v6o,b,b.1.1.0,b.1.1
d5k9kb2,5k9k,b,b.1.1.2,b.1.1
d2qqba3,2qqb,b,b.34.1.2,b.34.1
d1nzcd_,1nzc,b,b.82.1.1,b.82.1
d2ehib4,2ehi,b,b.42.2.1,b.42.2
d4ktdh_,4ktd,b,b.1.1.0,b.1.1
d2nxta_,2nxt,b,b.74.1.1,b.74.1
d1gt3b_,1gt3,b,b.60.1.1,b.60.1
d5a3lb_,5a3l,b,b.179.1.0,b.179.1
d4n25a1,4n25,b,b.6.1.0,b.6.1
d1fvea1,1fve,b,b.1.1.1,b.1.1
d3tvmd2,3tvm,b,b.1.1.2,b.1.1
d4sgae_,4sga,b,b.47.1.1,b.47.1
d3t2pd4,3t2p,b,b.1.4.0,b.1.4
d4q4v1_,4q4v,b,b.121.4.1,b.121.4
d4njah_,4nja,b,b.1.1.0,b.1.1
d3czva_,3czv,b,b.74.1.1,b.74.1
d4lxvk1,4lxv,b,b.19.1.0,b.19.1
d3m3oa_,3m3o,b,b.29.1.0,b.29.1
d2jizi1,2jiz,b,b.49.1.0,b.49.1
d3rmya1,3rmy,b,b.29.1.0,b.29.1
d2cdgb2,2cdg,b,b.1.1.0,b.1.1
d1kg0b1,1kg0,b,b.1.1.2,b.1.1
d1k9ml_,1k9m,b,b.39.1.1,b.39.1
d2h9eh_,2h9e,b,b.47.1.2,b.47.1
d3h9na2,3h9n,b,b.41.1.0,b.41.1
d6e55c1,6e55,b,b.34.1.2,b.34.1
d1sn8b_,1sn8,b,b.40.4.5,b.40.4
d3pcab_,3pca,b,b.3.6.1,b.3.6
d5w06l1,5w06,b,b.1.1.0,b.1.1
d4unub_,4unu,b,b.1.1.0,b.1.1
d1wv3a1,1wv3,b,b.26.1.4,b.26.1
d1q9kb2,1q9k,b,b.1.1.2,b.1.1
d4k2la_,4k2l,b,b.40.1.1,b.40.1
d4x5ra_,4x5r,b,b.2.3.2,b.2.3
d6t04a1,6t04,b,b.122.1.0,b.122.1
d2cn2c2,2cn2,b,b.69.13.0,b.69.13
d5b6fc2,5b6f,b,b.1.1.0,b.1.1
d6ivef1,6ive,b,b.81.1.0,b.81.1
d6pixa1,6pix,b,b.47.1.3,b.47.1
d5p51a_,5p51,b,b.50.1.2,b.50.1
d6t6ra1,6t6r,b,b.98.1.0,b.98.1
d2bera2,2ber,b,b.18.1.0,b.18.1
d4h55a_,4h55,b,b.29.1.1,b.29.1
d2g63d1,2g63,b,b.70.3.1,b.70.3
d4a7qa_,4a7q,b,b.1.8.1,b.1.8
d5lwra_,5lwr,b,b.50.1.2,b.50.1
d2bx5b_,2bx5,b,b.1.1.1,b.1.1
d5mu8f_,5mu8,b,b.22.1.1,b.22.1
d5jmcc2,5jmc,b,b.42.4.2,b.42.4
d1sbgb_,1sbg,b,b.50.1.1,b.50.1
d5vsug_,5vsu,b,b.38.1.0,b.38.1
d6o5hc1,6o5h,b,b.98.1.1,b.98.1
d5i6ka2,5i6k,b,b.6.1.3,b.6.1
d6nmsl1,6nms,b,b.1.1.1,b.1.1
d3h2pb_,3h2p,b,b.1.8.1,b.1.8
d5rb4b1,5rb4,b,b.82.2.14,b.82.2
d1d0ae1,1d0a,b,b.8.1.1,b.8.1
d1mqt.1,1mqt,b,b.121.4.1,b.121.4
d6ol7c1,6ol7,b,b.1.1.0,b.1.1
d2bixb_,2bix,b,b.69.15.1,b.69.15
d6nmfo2,6nmf,b,b.6.1.2,b.6.1
d4akdd1,4akd,b,b.77.3.1,b.77.3
d5c9kf1,5c9k,b,b.1.1.1,b.1.1
d7lfnb2,7lfn,b,b.1.1.2,b.1.1
d6pjcc_,6pjc,b,b.50.1.1,b.50.1
d2djsa1,2djs,b,b.1.2.1,b.1.2
d5nw0c_,5nw0,b,b.3.3.1,b.3.3
d3nffc_,3nff,b,b.65.1.2,b.65.1
d2xx1d1,2xx1,b,b.6.1.3,b.6.1
d1ob5a1,1ob5,b,b.43.3.0,b.43.3
d1qata2,1qat,b,b.7.1.1,b.7.1
d6bnlg2,6bnl,b,b.1.1.2,b.1.1
d6b36b_,6b36,b,b.50.1.1,b.50.1
d3jxsc_,3jxs,b,b.18.1.14,b.18.1
d6sruj_,6sru,b,b.1.1.0,b.1.1
d2h5ca_,2h5c,b,b.47.1.1,b.47.1
d1axka2,1axk,b,b.29.1.11,b.29.1
d1sfyc_,1sfy,b,b.29.1.1,b.29.1
d1b8aa1,1b8a,b,b.40.4.1,b.40.4
d3rnkb_,3rnk,b,b.1.1.0,b.1.1
d3s0pf_,3s0p,b,b.1.8.1,b.1.8
d1lcsb_,1lcs,b,b.20.1.1,b.20.1
d5xl1b_,5xl1,b,b.19.1.0,b.19.1
d2iglc1,2igl,b,b.3.4.0,b.3.4
d5p5ha_,5p5h,b,b.50.1.2,b.50.1
d5k9qv1,5k9q,b,b.1.1.0,b.1.1
d1bosd_,1bos,b,b.40.2.1,b.40.2
d1a1qc_,1a1q,b,b.47.1.3,b.47.1
d1q86r_,1q86,b,b.34.5.1,b.34.5
d1qp1b_,1qp1,b,b.1.1.1,b.1.1
d5mhrj1,5mhr,b,b.1.1.0,b.1.1
d1bjma1,1bjm,b,b.1.1.1,b.1.1
d1bp3b1,1bp3,b,b.1.2.1,b.1.2
d4azua_,4azu,b,b.6.1.1,b.6.1
d1ce1l2,1ce1,b,b.1.1.2,b.1.1
d6mxza1,6mxz,b,b.34.9.1,b.34.9
d4rgng1,4rgn,b,b.1.1.1,b.1.1
d5brxa1,5brx,b,b.96.1.0,b.96.1
d1sz6b2,1sz6,b,b.42.2.1,b.42.2
d1ptzb_,1ptz,b,b.1.8.1,b.1.8
d5vkkh_,5vkk,b,b.1.1.0,b.1.1
d4tqhb_,4tqh,b,b.3.4.1,b.3.4
d5yxnd_,5yxn,b,b.1.1.2,b.1.1
d3mlrl2,3mlr,b,b.1.1.2,b.1.1
d1zs8b_,1zs8,b,b.1.1.2,b.1.1
d1fhxa_,1fhx,b,b.55.1.1,b.55.1
d2a9da1,2a9d,b,b.1.18.6,b.1.18
d6tc6c1,6tc6,b,b.113.1.0,b.113.1
d2biwd_,2biw,b,b.69.15.1,b.69.15
d1l3wa2,1l3w,b,b.1.6.1,b.1.6
d1h0db1,1h0d,b,b.1.1.1,b.1.1
d5gsoa_,5gso,b,b.47.1.0,b.47.1
d5raaa1,5raa,b,b.82.2.14,b.82.2
d5cgta2,5cgt,b,b.3.1.1,b.3.1
d1uweh1,1uwe,b,b.1.1.1,b.1.1
d2phua_,2phu,b,b.29.1.1,b.29.1
d1ucbl2,1ucb,b,b.1.1.2,b.1.1
d3ls5l1,3ls5,b,b.1.1.0,b.1.1
d1s5hb1,1s5h,b,b.1.1.1,b.1.1
d1uw6b_,1uw6,b,b.96.1.1,b.96.1
d5oyza_,5oyz,b,b.50.1.2,b.50.1
d2x0wb_,2x0w,b,b.2.5.2,b.2.5
d4u8ta1,4u8t,b,b.122.1.14,b.122.1
d3c79c1,3c79,b,b.96.1.0,b.96.1
d6ms3b1,6ms3,b,b.67.2.0,b.67.2
d1xprb2,1xpr,b,b.40.4.5,b.40.4
d3mlxi1,3mlx,b,b.1.1.0,b.1.1
d2jhtb_,2jht,b,b.1.18.8,b.1.18
d3zteo_,3zte,b,b.82.5.1,b.82.5
d3shmn_,3shm,b,b.121.5.2,b.121.5
d4j1xa2,4j1x,b,b.82.1.10,b.82.1
d2blqa_,2blq,b,b.47.1.2,b.47.1
d1rf2d_,1rf2,b,b.40.2.1,b.40.2
d1hldb1,1hld,b,b.35.1.2,b.35.1
d1qohb_,1qoh,b,b.40.2.1,b.40.2
d2gala_,2gal,b,b.29.1.3,b.29.1
d2ykll1,2ykl,b,b.1.1.0,b.1.1
d1t5xa1,1t5x,b,b.1.1.2,b.1.1
d2nwaf2,2nwa,b,b.122.1.13,b.122.1
d1qfob_,1qfo,b,b.1.1.1,b.1.1
d1bwuq_,1bwu,b,b.78.1.1,b.78.1
d2ed6e_,2ed6,b,b.170.1.1,b.170.1
d1rrha2,1rrh,b,b.12.1.1,b.12.1
d4h32i1,4h32,b,b.19.1.2,b.19.1
d2ooda1,2ood,b,b.92.1.4,b.92.1
d3q2la1,3q2l,b,b.1.6.1,b.1.6
d5xjfa1,5xjf,b,b.1.1.2,b.1.1
d1huka_,1huk,b,b.40.5.1,b.40.5
d3l3jb_,3l3j,b,b.1.1.2,b.1.1
d1gnob_,1gno,b,b.50.1.1,b.50.1
d3stja1,3stj,b,b.47.1.0,b.47.1
d1hai.1,1hai,b,b.47.1.2,b.47.1
d3gqbb1,3gqb,b,b.49.1.2,b.49.1
d6ey6j1,6ey6,b,b.1.1.1,b.1.1
d2vdca1,2vdc,b,b.80.4.1,b.80.4
d6fkwd_,6fkw,b,b.70.1.0,b.70.1
d6meea_,6mee,b,b.1.1.0,b.1.1
d1xnkb_,1xnk,b,b.29.1.11,b.29.1
d4mwja_,4mwj,b,b.68.1.1,b.68.1
d4j5yd_,4j5y,b,b.38.1.2,b.38.1
d1a6xa_,1a6x,b,b.84.1.1,b.84.1
d5lbvb2,5lbv,b,b.1.18.0,b.1.18
d4j0qb3,4j0q,b,b.44.1.0,b.44.1
d1ohfc_,1ohf,b,b.121.4.8,b.121.4
d1it0a1,1it0,b,b.42.2.1,b.42.2
d1xzwa1,1xzw,b,b.1.12.1,b.1.12
d5k9qj_,5k9q,b,b.1.1.0,b.1.1
d3h9sb1,3h9s,b,b.1.1.2,b.1.1
d2x2yb2,2x2y,b,b.1.18.0,b.1.18
d6igee_,6ige,b,b.121.6.1,b.121.6
d6y0ha_,6y0h,b,b.29.1.11,b.29.1
d5tg9c_,5tg9,b,b.19.1.0,b.19.1
d6mtnh1,6mtn,b,b.1.1.0,b.1.1
d4bz2l1,4bz2,b,b.1.1.1,b.1.1
d1mqnd_,1mqn,b,b.19.1.2,b.19.1
d7bg63_,7bg6,b,b.121.4.1,b.121.4
d6wita_,6wit,b,b.1.1.0,b.1.1
d6xq2b2,6xq2,b,b.1.1.2,b.1.1
d1ftpb_,1ftp,b,b.60.1.2,b.60.1
d1iaza_,1iaz,b,b.97.1.1,b.97.1
d1tx6c_,1tx6,b,b.47.1.2,b.47.1
d5nzna_,5nzn,b,b.68.1.0,b.68.1
d1nmah_,1nma,b,b.1.1.1,b.1.1
d3umta1,3umt,b,b.1.1.0,b.1.1
d3k39j_,3k39,b,b.68.1.1,b.68.1
d4iosh_,4ios,b,b.21.1.3,b.21.1
d2xytc_,2xyt,b,b.96.1.0,b.96.1
d2f0qa_,2f0q,b,b.40.1.1,b.40.1
d1svts_,1svt,b,b.35.1.1,b.35.1
d6vgrl1,6vgr,b,b.1.1.1,b.1.1
d1dgwa_,1dgw,b,b.82.1.2,b.82.1
d1jync4,1jyn,b,b.30.5.1,b.30.5
d1mrxb_,1mrx,b,b.50.1.1,b.50.1
d1wt5b_,1wt5,b,b.1.1.0,b.1.1
d5w75c3,5w75,b,b.44.1.0,b.44.1
d5afnd_,5afn,b,b.96.1.1,b.96.1
d1vfoa1,1vfo,b,b.1.18.0,b.1.18
d4knsc1,4kns,b,b.6.1.0,b.6.1
d7njea2,7nje,b,b.11.1.1,b.11.1
d1ousa_,1ous,b,b.115.1.1,b.115.1
d7lmcc_,7lmc,b,b.47.1.4,b.47.1
d5zfha_,5zfh,b,b.47.1.0,b.47.1
d4pc3b3,4pc3,b,b.44.1.0,b.44.1
d3zkmh_,3zkm,b,b.1.1.1,b.1.1
d2vzsa2,2vzs,b,b.1.4.1,b.1.4
d4h69e1,4h69,b,b.159.1.0,b.159.1
d5rz3a3,5rz3,b,b.55.1.0,b.55.1
d5upzb_,5upz,b,b.50.1.1,b.50.1
d4arxd3,4arx,b,b.18.1.0,b.18.1
d4lssl2,4lss,b,b.1.1.0,b.1.1
d3fjoa2,3fjo,b,b.43.4.1,b.43.4
d7kfia1,7kfi,b,b.47.1.4,b.47.1
d4luma1,4lum,b,b.82.1.7,b.82.1
d6k65h_,6k65,b,b.1.1.1,b.1.1
d7e6qa_,7e6q,b,b.68.1.0,b.68.1
d2alpa_,2alp,b,b.47.1.1,b.47.1
d1k5nb1,1k5n,b,b.1.1.2,b.1.1
d3kaha1,3kah,b,b.72.1.1,b.72.1
d1fq9d1,1fq9,b,b.1.1.4,b.1.1
d1cf1b1,1cf1,b,b.1.18.11,b.1.18
d2yw2b3,2yw2,b,b.84.2.0,b.84.2
d2edna1,2edn,b,b.1.1.0,b.1.1
d1e7na_,1e7n,b,b.11.1.1,b.11.1
d3o6kh_,3o6k,b,b.1.1.1,b.1.1
d5eu7d1,5eu7,b,b.1.1.0,b.1.1
d6qqoh_,6qqo,b,b.96.1.0,b.96.1
d5xg9f1,5xg9,b,b.34.2.0,b.34.2
d3bkcl1,3bkc,b,b.1.1.0,b.1.1
d2xrse_,2xrs,b,b.40.2.1,b.40.2
d1exda1,1exd,b,b.53.1.2,b.53.1
d6uh6c_,6uh6,b,b.121.4.1,b.121.4
d1utvh_,1utv,b,b.82.5.1,b.82.5
d2hmgc_,2hmg,b,b.19.1.2,b.19.1
d2dm3a1,2dm3,b,b.1.1.0,b.1.1
d2noyb_,2noy,b,b.3.4.1,b.3.4
d5f4ja_,5f4j,b,b.121.4.0,b.121.4
d2o6pb2,2o6p,b,b.1.28.1,b.1.28
d5kqya_,5kqy,b,b.50.1.1,b.50.1
d1ynkl2,1ynk,b,b.1.1.2,b.1.1
d2j56h_,2j56,b,b.69.2.0,b.69.2
d1stsd_,1sts,b,b.61.1.1,b.61.1
d4uo8a_,4uo8,b,b.19.1.2,b.19.1
d1yqvh_,1yqv,b,b.1.1.1,b.1.1
d3t0ac1,3t0a,b,b.18.1.0,b.18.1
d2jj1a1,2jj1,b,b.49.1.0,b.49.1
d5xqyg_,5xqy,b,b.1.1.0,b.1.1
d1dfca4,1dfc,b,b.42.5.1,b.42.5
d1xe7c1,1xe7,b,b.82.1.16,b.82.1
d4ylcb1,4ylc,b,b.15.1.0,b.15.1
d1nani_,1nan,b,b.1.1.2,b.1.1
d3fu8a2,3fu8,b,b.6.1.3,b.6.1
d4s1ql2,4s1q,b,b.1.1.0,b.1.1
d5jw5b2,5jw5,b,b.1.1.2,b.1.1
d4xcni2,4xcn,b,b.1.1.2,b.1.1
d7aq8a2,7aq8,b,b.6.1.0,b.6.1
d2v3ia_,2v3i,b,b.29.1.10,b.29.1
d6lxqa1,6lxq,b,b.62.1.0,b.62.1
d5t20c_,5t20,b,b.78.1.0,b.78.1
d3ixkc_,3ixk,b,b.50.1.2,b.50.1
d5qctc_,5qct,b,b.50.1.2,b.50.1
d1gmud1,1gmu,b,b.107.1.1,b.107.1
d5b18d_,5b18,b,b.50.1.1,b.50.1
d5oq0a_,5oq0,b,b.3.4.1,b.3.4
d1elva1,1elv,b,b.47.1.2,b.47.1
d4kbza_,4kbz,b,b.82.2.15,b.82.2
d1ncq.1,1ncq,b,b.121.4.1,b.121.4
d5hufa1,5huf,b,b.19.1.0,b.19.1
d1uxsb1,1uxs,b,b.1.1.2,b.1.1
d3vv0a1,3vv0,b,b.76.2.1,b.76.2
d1zcna1,1zcn,b,b.72.1.1,b.72.1
d2jdhc_,2jdh,b,b.115.1.1,b.115.1
d2boca1,2boc,b,b.1.1.1,b.1.1
d3m0ta_,3m0t,b,b.34.2.1,b.34.2
d2vhmr1,2vhm,b,b.155.1.1,b.155.1
d3ezjh1,3ezj,b,b.1.1.1,b.1.1
d4k65g1,4k65,b,b.19.1.2,b.19.1
d1za6f3,1za6,b,b.1.1.2,b.1.1
d3ar2a2,3ar2,b,b.82.7.1,b.82.7
d2qo8a_,2qo8,b,b.74.1.1,b.74.1
d5nsga2,5nsg,b,b.1.1.2,b.1.1
d2r0da2,2r0d,b,b.55.1.1,b.55.1
d6x81b_,6x81,b,b.22.1.1,b.22.1
d2alyb4,2aly,b,b.153.1.1,b.153.1
d3fjkb1,3fjk,b,b.42.1.1,b.42.1
d6gy9b_,6gy9,b,b.121.4.0,b.121.4
d6gtxa_,6gtx,b,b.2.3.2,b.2.3
d1jsga_,1jsg,b,b.63.1.1,b.63.1
d1vtzh_,1vtz,b,b.121.7.1,b.121.7
d6z2ua1,6z2u,b,b.60.1.2,b.60.1
d2avsb_,2avs,b,b.50.1.1,b.50.1
d6giwb_,6giw,b,b.42.4.0,b.42.4
d4bara_,4bar,b,b.25.1.1,b.25.1
d3agxa2,3agx,b,b.4.1.0,b.4.1
d2mklc1,2mkl,b,b.1.1.0,b.1.1
d1aw8.2,1aw8,b,b.52.2.1,b.52.2
d3imwb_,3imw,b,b.3.4.1,b.3.4
d1ffid_,1ffi,b,b.50.1.1,b.50.1
d1r0al2,1r0a,b,b.1.1.2,b.1.1
d2nlja2,2nlj,b,b.1.1.2,b.1.1
d5rgga_,5rgg,b,b.47.1.4,b.47.1
d2a6wa_,2a6w,b,b.29.1.13,b.29.1
d1t2ql2,1t2q,b,b.1.1.2,b.1.1
d4v0za_,4v0z,b,b.29.1.10,b.29.1
d2f25b_,2f25,b,b.68.1.1,b.68.1
d2hfgh2,2hfg,b,b.1.1.2,b.1.1
d6shhg_,6shh,b,b.47.1.0,b.47.1
d4jjha_,4jjh,b,b.1.1.0,b.1.1
d4hf5l1,4hf5,b,b.1.1.0,b.1.1
d2by9x_,2by9,b,b.47.1.2,b.47.1
d6puid1,6pui,b,b.1.1.0,b.1.1
d2dz9a2,2dz9,b,b.34.1.1,b.34.1
d5d4ib2,5d4i,b,b.6.1.0,b.6.1
d4gt7d1,4gt7,b,b.1.1.2,b.1.1
d4m0lc3,4m0l,b,b.44.1.1,b.44.1
d6mtyl2,6mty,b,b.1.1.2,b.1.1
d4kteh_,4kte,b,b.1.1.0,b.1.1
d3hmya2,3hmy,b,b.42.4.2,b.42.4
d1ooaa1,1ooa,b,b.1.18.1,b.1.18
d6mtje_,6mtj,b,b.1.1.0,b.1.1
d1wzaa1,1wza,b,b.71.1.1,b.71.1
d3qxwe_,3qxw,b,b.1.1.1,b.1.1
d2qexk1,2qex,b,b.39.1.1,b.39.1
d1wlpb1,1wlp,b,b.34.2.1,b.34.2
d4i89a_,4i89,b,b.3.4.1,b.3.4
d5w1wb1,5w1w,b,b.1.1.2,b.1.1
d4wzea1,4wze,b,b.121.4.0,b.121.4
d1yfnc_,1yfn,b,b.136.1.1,b.136.1
d6krue2,6kru,b,b.1.1.0,b.1.1
d2gsih1,2gsi,b,b.1.1.1,b.1.1
d6x3cb_,6x3c,b,b.81.1.3,b.81.1
d3r1gb1,3r1g,b,b.50.1.2,b.50.1
d1hdzb1,1hdz,b,b.35.1.2,b.35.1
